slug_country,tournament,leagueid,slug_torn,teamName,teamid,teamslug,teamorigin
slovakia,Niké Liga,211,nike-liga,MFK Ružomberok,2397,mfk-ruzomberok,slovakia
slovenia,PrvaLiga,212,prvaliga,NK Celje,2413,nk-celje,slovenia
slovenia,PrvaLiga,212,prvaliga,FC Koper,2417,fc-koper,slovenia
slovenia,PrvaLiga,212,prvaliga,NK Olimpija Ljubljana,2416,nk-olimpija-ljubljana,slovenia
slovenia,PrvaLiga,212,prvaliga,NK Aluminij Kidričevo,2424,nk-aluminij-kidricevo,slovenia
slovenia,PrvaLiga,212,prvaliga,NK Maribor,2420,nk-maribor,slovenia
slovenia,PrvaLiga,212,prvaliga,NK Bravo,261800,nk-bravo,slovenia
slovenia,PrvaLiga,212,prvaliga,Kalcer Radomlje,37737,kalcer-radomlje,slovenia
slovenia,PrvaLiga,212,prvaliga,NŠ Mura,213357,ns-mura,slovenia
slovenia,PrvaLiga,212,prvaliga,ND Primorje,2414,nd-primorje,slovenia
slovenia,PrvaLiga,212,prvaliga,NK Domžale,2418,nk-domzale,slovenia
solomon-islands,Telekom S-League,16439,telekom-s-league,KOSSA FC Honiara,371195,kossa-fc-honiara,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Central Coast,371202,central-coast,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Green Shield,1087198,green-shield,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,FC Malaita Kingz,371196,fc-malaita-kingz,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Honiara City FC,371200,fc-honiara-city,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Marist FC,246594,marist-fc,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,SOSA FC,470827,sosa-fc,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Juniper FC,470826,juniper-fc,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Laugu United Honiara,371201,laugu-united-honiara,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,FC Southern United Honiara,371199,fc-southern-united-honiara,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,GHUPO FC,1087197,ghupo-fc,solomon-islands
solomon-islands,Telekom S-League,16439,telekom-s-league,Waneagu United FC,383571,waneagu-united-fc,solomon-islands
somalia,Premier League,22403,premier-league,Mogadisho City Club,517780,mogadisho-city-club,somalia
somalia,Premier League,22403,premier-league,Heegan,517778,heegan,somalia
somalia,Premier League,22403,premier-league,Horseed,326976,horseed,somalia
somalia,Premier League,22403,premier-league,FC Dekadaha,290054,fc-dekadaha,somalia
somalia,Premier League,22403,premier-league,Elman,517779,elman,somalia
somalia,Premier League,22403,premier-league,Gaadiidka FC,486191,gaadiidka-fc,somalia
somalia,Premier League,22403,premier-league,Jeenyo,517783,jeenyo,somalia
somalia,Premier League,22403,premier-league,Kigs SC,517776,kigs-sc,somalia
somalia,Premier League,22403,premier-league,Badbaado,517784,badbaado,somalia
somalia,Premier League,22403,premier-league,Raadsan,517782,raadsan,somalia
somalia,Premier League,22403,premier-league,Gasco FC,1039627,gasco-fc,somalia
somalia,Premier League,22403,premier-league,Madbacada FC,1039626,madbacada-fc,somalia
south-africa,South African Premier Division,358,premiership,Sekhukhune United,371341,sekhukhune-united,south-africa
south-africa,South African Premier Division,358,premiership,Kaizer Chiefs,7663,kaizer-chiefs,south-africa
south-africa,South African Premier Division,358,premiership,Mamelodi Sundowns,7665,mamelodi-sundowns,south-africa
south-africa,South African Premier Division,358,premiership,TS Galaxy,295408,ts-galaxy,south-africa
south-africa,South African Premier Division,358,premiership,Orlando Pirates,7668,orlando-pirates,south-africa
south-africa,South African Premier Division,358,premiership,Durban City FC,829159,durban-city-fc-2024,south-africa
south-africa,South African Premier Division,358,premiership,AmaZulu FC,7655,amazulu-fc,south-africa
south-africa,South African Premier Division,358,premiership,Marumo Gallants FC,263077,marumo-gallants-fc,south-africa
south-africa,South African Premier Division,358,premiership,Lamontville Golden Arrows,7664,lamontville-golden-arrows,south-africa
south-africa,South African Premier Division,358,premiership,Polokwane City,25002,polokwane-city,south-africa
south-africa,South African Premier Division,358,premiership,Siwelele FC,1113108,siwelele-fc,south-africa
south-africa,South African Premier Division,358,premiership,Richards Bay FC,263079,richards-bay-fc,south-africa
south-africa,South African Premier Division,358,premiership,Stellenbosch,43555,stellenbosch,south-africa
south-africa,South African Premier Division,358,premiership,Magesi FC,90844,magesi-fc,south-africa
south-africa,South African Premier Division,358,premiership,ORBIT College FC,275818,orbit-college-fc,south-africa
south-africa,South African Premier Division,358,premiership,Chippa United,70946,chippa-united,south-africa
south-korea,K League 1,410,k-league-1,Jeonbuk Hyundai Motors,6908,jeonbuk-hyundai-motors,south-korea
south-korea,K League 1,410,k-league-1,Gimcheon Sangmu FC,7647,gimcheon-sangmu-fc,south-korea
south-korea,K League 1,410,k-league-1,Daejeon Hana Citizen,7645,daejeon-hana-citizen,south-korea
south-korea,K League 1,410,k-league-1,Pohang Steelers,7650,pohang-steelers,south-korea
south-korea,K League 1,410,k-league-1,Gangwon FC,34220,gangwon-fc,south-korea
south-korea,K League 1,410,k-league-1,FC Seoul,7646,fc-seoul,south-korea
south-korea,K League 1,410,k-league-1,Gwangju FC,48912,gwangju-fc,south-korea
south-korea,K League 1,410,k-league-1,Ulsan HD,7653,ulsan-hd,south-korea
south-korea,K League 1,410,k-league-1,FC Anyang,32675,fc-anyang,south-korea
south-korea,K League 1,410,k-league-1,Suwon FC,41261,suwon-fc,south-korea
south-korea,K League 1,410,k-league-1,Jeju SK,7649,jeju-united,south-korea
south-korea,K League 1,410,k-league-1,Daegu FC,7644,daegu-fc,south-korea
south-sudan,Premier League,24561,premier-league,Jamus SSC,1048175,jamus-ssc,south-sudan
south-sudan,Premier League,24561,premier-league,Kator FC,1048173,kator-fc,south-sudan
south-sudan,Premier League,24561,premier-league,El Merriekh Bentiu,531368,al-merriekh-bentiu,south-sudan
south-sudan,Premier League,24561,premier-league,Holy Family FC,1048172,holy-family-fc,south-sudan
south-sudan,Premier League,24561,premier-league,Koryom FC,1048176,koryom-fc,south-sudan
south-sudan,Premier League,24561,premier-league,Malakia SSC,1048164,malakia-ssc,south-sudan
south-sudan,Premier League,24561,premier-league,Wajuma FC,1048166,wajuma-fc,south-sudan
south-sudan,Premier League,24561,premier-league,Salam Aweil FC,1048169,salam-aweil,south-sudan
south-sudan,Premier League,24561,premier-league,Al-Hilal Wau,1048174,al-hilal-wau,south-sudan
south-sudan,Premier League,24561,premier-league,Olympic Renk,1048165,olympic-renk,south-sudan
south-sudan,Premier League,24561,premier-league,Bentiu City SC,1048171,bentiu-city-sc,south-sudan
south-sudan,Premier League,24561,premier-league,Lion Hunters,1048170,lion-hunters,south-sudan
south-sudan,Premier League,24561,premier-league,Young Stars FC,1048167,young-stars-fc,south-sudan
south-sudan,Premier League,24561,premier-league,Nile City FC,1048168,nile-city-fc,south-sudan
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Robinhood,322627,sv-robinhood,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Transvaal,410519,sv-transvaal,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Voorwaarts,410515,sv-voorwaarts,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Notch,410518,sv-notch,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,Politie Voetbal Vereniging,410511,politie-voetbal-vereniging,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,Inter Moengotapoe,410521,inter-moengotapoe,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,Inter Wanica,410520,inter-wanica,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Leo Victor,410517,sv-leo-victor,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Flora,460144,sv-flora,suriname
suriname,SVB Eerste Divisie,18576,svb-eerste-divisie,SV Broki,410516,sv-broki,suriname
sweden,Allsvenskan,40,allsvenskan,Mjällby AIF,1783,mjallby-aif,sweden
sweden,Allsvenskan,40,allsvenskan,Hammarby IF,1758,hammarby-if,sweden
sweden,Allsvenskan,40,allsvenskan,AIK,1764,aik,sweden
sweden,Allsvenskan,40,allsvenskan,Malmö FF,1892,malmo-ff,sweden
sweden,Allsvenskan,40,allsvenskan,GAIS,1786,gais-goteborg,sweden
sweden,Allsvenskan,40,allsvenskan,IFK Göteborg,1761,ifk-goteborg,sweden
sweden,Allsvenskan,40,allsvenskan,IF Elfsborg,1762,if-elfsborg,sweden
sweden,Allsvenskan,40,allsvenskan,Djurgårdens IF,1759,djurgardens-if,sweden
sweden,Allsvenskan,40,allsvenskan,IF Brommapojkarna,1787,if-brommapojkarna,sweden
sweden,Allsvenskan,40,allsvenskan,BK Häcken,1760,bk-hacken,sweden
sweden,Allsvenskan,40,allsvenskan,IFK Norrköping,1769,ifk-norrkoping,sweden
sweden,Allsvenskan,40,allsvenskan,IK Sirius,1793,ik-sirius,sweden
sweden,Allsvenskan,40,allsvenskan,Halmstads BK,1767,halmstads-bk,sweden
sweden,Allsvenskan,40,allsvenskan,Östers IF,1781,osters-if,sweden
sweden,Allsvenskan,40,allsvenskan,Degerfors IF,1807,degerfors-if,sweden
sweden,Allsvenskan,40,allsvenskan,IFK Värnamo,1842,ifk-varnamo,sweden
switzerland,Swiss Super League,215,super-league,FC Thun,2454,fc-thun,switzerland
switzerland,Swiss Super League,215,super-league,FC St. Gallen 1879,2442,fc-st-gallen-1879,switzerland
switzerland,Swiss Super League,215,super-league,Basel,2501,basel,switzerland
switzerland,Swiss Super League,215,super-league,FC Luzern,2453,fc-luzern,switzerland
switzerland,Swiss Super League,215,super-league,Young Boys,2445,young-boys,switzerland
switzerland,Swiss Super League,215,super-league,FC Sion,2452,fc-sion,switzerland
switzerland,Swiss Super League,215,super-league,FC Zürich,2450,fc-zurich,switzerland
switzerland,Swiss Super League,215,super-league,Grasshopper Club Zürich,2449,grasshopper-club-zurich,switzerland
switzerland,Swiss Super League,215,super-league,FC Lausanne-Sport,2446,fc-lausanne-sport,switzerland
switzerland,Swiss Super League,215,super-league,FC Lugano,2443,fc-lugano,switzerland
switzerland,Swiss Super League,215,super-league,Servette FC,2448,servette-fc,switzerland
switzerland,Swiss Super League,215,super-league,FC Winterthur,2458,fc-winterthur,switzerland
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,CSKA Dushanbe,256633,cska-dushanbe,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,FC Istiklol,189871,fc-istiklol,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,FC Vakhsh Bokhtar,314166,fc-vakhsh-bokhtar,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,Ravshan,86064,ravshan,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,FC Khujand,403557,fc-khujand,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,Regar-TadAZ,86348,regar-tadaz,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,FC Eskhata,277020,fc-eskhata,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,FC Barkchi,248591,fc-barkchi,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,Khosilot Parkhar,244991,khosilot-parkhar,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,FC Istaravshan,308848,fc-istaravshan,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,Hulbuk,268099,hulbuk,tajikistan
tajikistan,Tajikistan Higher League,16817,tajikistan-higher-league,Panjshir,264157,panjshir,tajikistan
tanzania,Tanzanian Premier League,2353,premier-league,Azam FC,212411,azam-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Coastal Union,212413,coastal-union,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Dodoma Jiji FC,360785,dodoma-jiji-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Fountain Gate,426058,singida-bs-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,JKT Tanzania,296055,jkt-tanzania,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,KMC FC,296103,kmc-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Mashujaa FC,376323,mashujaa-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Mbeya City FC,212414,mbeya-city-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Mtibwa Sugar,212407,mtibwa-sugar,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Namungo FC,327299,namungo-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Pamba SC,318547,pamba-sc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Simba SC,212409,simba-sc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Singida Black Stars SC,353799,ihefu-fc,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Tabora United,380759,tabora-united,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Tanzania Prisons,212406,tanzania-prisons,tanzania
tanzania,Tanzanian Premier League,2353,premier-league,Young Africans Sport Club,134320,young-africans-sport-club,tanzania
thailand,Thai League 1,1032,thai-league-1,Buriram United,34218,buriram-united,thailand
thailand,Thai League 1,1032,thai-league-1,Muang Thong United,39946,muang-thong-united,thailand
thailand,Thai League 1,1032,thai-league-1,Ratchaburi,85743,ratchaburi,thailand
thailand,Thai League 1,1032,thai-league-1,True Bangkok United,85741,true-bangkok-united,thailand
thailand,Thai League 1,1032,thai-league-1,Ayutthaya United,256902,ayutthaya-united,thailand
thailand,Thai League 1,1032,thai-league-1,Port FC,40661,port-fc,thailand
thailand,Thai League 1,1032,thai-league-1,BG Pathum United,35607,bg-pathum-united,thailand
thailand,Thai League 1,1032,thai-league-1,Chiangrai United,66566,chiangrai-united,thailand
thailand,Thai League 1,1032,thai-league-1,Sukhothai,212198,sukhothai,thailand
thailand,Thai League 1,1032,thai-league-1,Nakhon Ratchasima Mazda FC,188874,nakhon-ratchasima-mazda-fc,thailand
thailand,Thai League 1,1032,thai-league-1,PT Prachuap FC,252115,pt-prachuap-fc,thailand
thailand,Thai League 1,1032,thai-league-1,Chonburi FC,35886,chonburi,thailand
thailand,Thai League 1,1032,thai-league-1,Kanchanaburi Power FC,393338,dragon-pathumwan-kanchanaburi,thailand
thailand,Thai League 1,1032,thai-league-1,Lamphun Warrior,310778,lamphun-warrior,thailand
thailand,Thai League 1,1032,thai-league-1,Rayong FC,254730,rayong-fc,thailand
thailand,Thai League 1,1032,thai-league-1,Uthai Thani FC,338810,uthai-thani-fc,thailand
tonga,TFA Major League,23098,tfa-major-league,Folaha Marist Kauvai,556523,folaha-marist-kauvai,tonga
tonga,TFA Major League,23098,tfa-major-league,Lavengatonga FC,556518,lavengatonga-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Veitongo FC,556524,veitongo-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Longoteme FC,931718,longoteme-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Marist Ma'ufanga FC,556520,marist-maufanga-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Fahefa FC,931712,fahefa-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Fua'amotu FC,931716,fuaamotu-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Lapaha FC,931715,lapaha-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,'Atataa FC,931713,atataa-fc,tonga
tonga,TFA Major League,23098,tfa-major-league,Afaa II,931714,afaa-ii,tonga
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Defence Force FC,246035,defence-force-fc,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Central FC,201262,central-fc,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Police FC,231913,police-fc,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,AC Port Of Spain,340384,ac-port-of-spain,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,San Juan Jabloteh,36403,san-juan-jabloteh,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Club Sando Moruga,246027,club-sando-moruga,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Morvant Caledonia United,73718,morvant-caledonia-united,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,La Horquetta Rangers,245988,la-horquetta-rangers,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,FC Phoenix 1976,498823,fc-phoenix-1976,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Prisons FC,477699,prisons-fc,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Eagles FC,340385,eagles-fc,trinidad-and-tobago
trinidad-and-tobago,Premier Football League,10636,premier-football-league,Point Fortin FC,289211,point-fortin-fc,trinidad-and-tobago
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,ES Zarzis,59630,es-zarzis,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Club Africain,39618,club-africain,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Espérance Tunis,59628,esperance-tunis,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Stade Tunisien,59636,stade-tunisien,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,ES Métlaoui,112647,es-metlaoui,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,US Monastir,59638,us-monastir,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,JS Omrane,341145,js-omrane,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,US Ben Guerdane,148874,us-ben-guerdane,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Avenir Sportif De Gabes,59616,avenir-sportif-de-gabes,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,CS Sfaxien,44463,cs-sfaxien,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Etoile Sportive Du Sahel,35188,etoile-sportive-du-sahel,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Avenir Sportif De La Marsa,59614,avenir-sportif-de-la-marsa,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,JS Kairouanaise,59632,js-kairouanaise,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,CA Bizertin,59618,ca-bizertin,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,Olympique Béja,59634,olympique-beja,tunisia
tunisia,Tunisian Ligue Professionnelle 1,984,ligue-1,AS Soliman,274247,as-soliman,tunisia
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Galatasaray,3061,galatasaray,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Trabzonspor,3051,trabzonspor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Göztepe,3054,goztepe,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Konyaspor,3085,konyaspor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Fenerbahçe,3052,fenerbahce,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Samsunspor,3053,yilport-samsunspor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Antalyaspor,3056,antalyaspor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Gaziantep FK,5138,gaziantep-fk,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Alanyaspor,6362,alanyaspor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Eyüpspor,7040,eyupspor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Beşiktaş,3050,besiktas,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Fatih Karagümrük,4954,fatih-karagumruk,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Başakşehir FK,3086,basaksehir-fk,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Kayserispor,3072,kayserispor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Kocaelispor,3065,kocaelispor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Çaykur Rizespor,3064,caykur-rizespor,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Kasımpaşa,6063,kasimpasa,turkey
turkey,Trendyol Süper Lig,52,trendyol-super-lig,Gençlerbirliği,7802,genclerbirligi,turkey
turkmenistan,Ýokary Liga,18229,yokary-liga,Arkadag FK,469420,arkadag-fk,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,Ahal FK,186777,ahal-fk,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,Altyn Asyr FK,164020,altyn-asyr-fk,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,Şagadam FK,345700,sagadam-fk,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,Nebitçi FT,165986,nebitci-ft,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,Aşgabat FK,345719,asgabat-fk,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,Merw FK,345697,merw-fk,turkmenistan
turkmenistan,Ýokary Liga,18229,yokary-liga,FK Köpetdag Aşgabat,345696,fk-kopetdag-asgabat,turkmenistan
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,Academy Eagles,497453,academy-eagles,turks-and-caicos-islands
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,SWA Sharks FC,485254,swa-sharks-fc,turks-and-caicos-islands
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,Beaches FC,939077,beaches-fc,turks-and-caicos-islands
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,Teachers FC,497456,teachers-fc,turks-and-caicos-islands
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,Provo United SC,939076,provo-united-sc,turks-and-caicos-islands
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,Cheshire Hall FC,497455,cheshire-hall-fc,turks-and-caicos-islands
turks-and-caicos-islands,TCIFA Premier League,21450,tcifa-premier-league,Teachers Young Strikers FC,939075,teachers-young-strikers-fc,turks-and-caicos-islands
uganda,Uganda Premier League,10166,premier-league,Vipers SC,203350,vipers-sc,uganda
uganda,Uganda Premier League,10166,premier-league,NEC FC,406106,nec-fc,uganda
uganda,Uganda Premier League,10166,premier-league,BUL FC,265589,bul-fc,uganda
uganda,Uganda Premier League,10166,premier-league,Uganda Revenue Authority,265582,uganda-revenue-authority,uganda
uganda,Uganda Premier League,10166,premier-league,Kampala City,134274,kampala-city,uganda
uganda,Uganda Premier League,10166,premier-league,Kitara FC,371630,kitara-fc,uganda
uganda,Uganda Premier League,10166,premier-league,Maroons,200961,maroons,uganda
uganda,Uganda Premier League,10166,premier-league,SC Villa,265588,sc-villa,uganda
uganda,Uganda Premier League,10166,premier-league,UPDF,203352,updf,uganda
uganda,Uganda Premier League,10166,premier-league,Express FC,200962,express-fc,uganda
uganda,Uganda Premier League,10166,premier-league,Police FC,265726,police-fc,uganda
uganda,Uganda Premier League,10166,premier-league,Mbarara City,261798,mbarara-city,uganda
uganda,Uganda Premier League,10166,premier-league,Lugazi FC,306770,lugazi-municipal-fc,uganda
uganda,Uganda Premier League,10166,premier-league,Bright Stars,213040,bright-stars,uganda
uganda,Uganda Premier League,10166,premier-league,Wakiso Giants F.C,294862,wakiso-giants-fc,uganda
uganda,Uganda Premier League,10166,premier-league,Mbale Heroes,312518,kiboga-young-fc,uganda
ukraine,Ukrainian Premier League,218,premier-league,Dynamo Kyiv,3305,dynamo-kyiv,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Shakhtar Donetsk,3313,shakhtar-donetsk,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Kolos Kovalivka,200776,kolos-kovalivka,ukraine
ukraine,Ukrainian Premier League,218,premier-league,FC Kryvbas Kryvyi Rih,294048,fc-kryvbas-kryvyi-rih,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Kudrivka,316055,kudrivka-irpin,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Zorya Luhansk,5987,zorya-luhansk,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Metalist 1925,266889,metalist-1925,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Obolon Kyiv,138564,obolon-kyiv,ukraine
ukraine,Ukrainian Premier League,218,premier-league,LNZ Cherkasy,284427,lnz-cherkasy,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Karpaty Lviv,3316,karpaty-lviv,ukraine
ukraine,Ukrainian Premier League,218,premier-league,NK Veres Rivne,200773,veres-rivne,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Polissya Zhytomyr,258536,polissya-zhytomyr,ukraine
ukraine,Ukrainian Premier League,218,premier-league,SC Poltava,319350,sc-poltava,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Rukh Lviv,229644,rukh-lviv,ukraine
ukraine,Ukrainian Premier League,218,premier-league,FC Epicentr Dunaivtsi,323552,fc-epicentr-dunaivtsi,ukraine
ukraine,Ukrainian Premier League,218,premier-league,Oleksandria,25479,oleksandria,ukraine
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Ain,37082,al-ain,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Nasr Dubai,46332,al-nasr-dubai,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Wahda FC,264115,al-wahda-fc,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Shabab Al-Ahli Dubai,264111,shabab-al-ahli-dubai,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Dhafra,81305,al-dhafra,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al Bataeh,331952,al-bataeh,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Jazira,8090,al-jazira,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Khor Fakkan,234227,khor-fakkan,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Ittihad Kalba,55705,al-ittihad-kalba,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al-Sharjah,34060,al-sharjah,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Al Wasl,47674,al-wasl,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Dibba Al-Fujairah,81309,dibba-al-fujairah,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Ajman,58687,ajman,united-arab-emirates
united-arab-emirates,UAE Pro League,971,uae-pro-league,Baniyas,58689,baniyas,united-arab-emirates
usa,MLS,242,mls,Philadelphia Union,39833,philadelphia-union,usa
usa,MLS,242,mls,FC Cincinnati,215167,fc-cincinnati,usa
usa,MLS,242,mls,Charlotte FC,404108,charlotte-fc,usa
usa,MLS,242,mls,Nashville SC,337612,nashville-sc,usa
usa,MLS,242,mls,Orlando City SC,52237,orlando-city-sc,usa
usa,MLS,242,mls,Inter Miami CF,337602,inter-miami-cf,usa
usa,MLS,242,mls,Columbus Crew,2504,columbus-crew,usa
usa,MLS,242,mls,New York City FC,187643,new-york-city-fc,usa
usa,MLS,242,mls,New York Red Bulls,2506,new-york-red-bulls,usa
